"hex_id","period_50yr","total_buildings","risk_buildings","risk_share","map_category"
1054,"1975-2025",1,0,0,"0%"
1062,"1925-1974",4,0,0,"0%"
1062,"1975-2025",NA,NA,NA,"No building data"
1063,"1925-1974",1,0,0,"0%"
1063,"1975-2025",7,0,0,"0%"
1064,"1925-1974",NA,NA,NA,"No building data"
1064,"1975-2025",61,0,0,"0%"
1065,"1925-1974",NA,NA,NA,"No building data"
1065,"1975-2025",NA,NA,NA,"No building data"
1066,"1925-1974",3,0,0,"0%"
1066,"1975-2025",26,0,0,"0%"
1067,"1925-1974",5,0,0,"0%"
1067,"1975-2025",NA,NA,NA,"No building data"
1068,"1925-1974",NA,NA,NA,"No building data"
1068,"1975-2025",NA,NA,NA,"No building data"
1070,"1925-1974",NA,NA,NA,"No building data"
1070,"1975-2025",NA,NA,NA,"No building data"
1071,"1925-1974",NA,NA,NA,"No building data"
1071,"1975-2025",NA,NA,NA,"No building data"
1072,"1925-1974",NA,NA,NA,"No building data"
1072,"1975-2025",97,0,0,"0%"
1073,"1925-1974",8,0,0,"0%"
1073,"1975-2025",11,0,0,"0%"
1074,"1925-1974",NA,NA,NA,"No building data"
1074,"1975-2025",1,0,0,"0%"
1082,"1925-1974",NA,NA,NA,"No building data"
1082,"1975-2025",3,0,0,"0%"
1083,"1925-1974",NA,NA,NA,"No building data"
1083,"1975-2025",177,0,0,"0%"
1084,"1925-1974",5,0,0,"0%"
1084,"1975-2025",4,0,0,"0%"
1085,"1925-1974",NA,NA,NA,"No building data"
1085,"1975-2025",NA,NA,NA,"No building data"
1086,"1925-1974",1,0,0,"0%"
1086,"1975-2025",NA,NA,NA,"No building data"
1087,"1925-1974",NA,NA,NA,"No building data"
1087,"1975-2025",1,0,0,"0%"
1088,"1925-1974",NA,NA,NA,"No building data"
1088,"1975-2025",NA,NA,NA,"No building data"
1090,"1925-1974",NA,NA,NA,"No building data"
1090,"1975-2025",1,0,0,"0%"
1091,"1925-1974",NA,NA,NA,"No building data"
1091,"1975-2025",22,0,0,"0%"
1092,"1925-1974",NA,NA,NA,"No building data"
1092,"1975-2025",1,0,0,"0%"
1093,"1925-1974",72,0,0,"0%"
1093,"1975-2025",54,0,0,"0%"
1094,"1925-1974",NA,NA,NA,"No building data"
1094,"1975-2025",NA,NA,NA,"No building data"
1102,"1925-1974",1,0,0,"0%"
1102,"1975-2025",NA,NA,NA,"No building data"
1103,"1925-1974",17,0,0,"0%"
1103,"1975-2025",59,0,0,"0%"
1104,"1925-1974",49,0,0,"0%"
1104,"1975-2025",68,0,0,"0%"
1105,"1925-1974",1,0,0,"0%"
1105,"1975-2025",1,0,0,"0%"
1106,"1925-1974",3,0,0,"0%"
1106,"1975-2025",NA,NA,NA,"No building data"
1107,"1925-1974",1,0,0,"0%"
1107,"1975-2025",NA,NA,NA,"No building data"
1108,"1925-1974",NA,NA,NA,"No building data"
1108,"1975-2025",NA,NA,NA,"No building data"
1110,"1925-1974",NA,NA,NA,"No building data"
1110,"1975-2025",NA,NA,NA,"No building data"
1111,"1925-1974",NA,NA,NA,"No building data"
1111,"1975-2025",NA,NA,NA,"No building data"
1112,"1925-1974",NA,NA,NA,"No building data"
1112,"1975-2025",7,0,0,"0%"
1113,"1925-1974",NA,NA,NA,"No building data"
1113,"1975-2025",38,0,0,"0%"
1114,"1925-1974",NA,NA,NA,"No building data"
1114,"1975-2025",1,0,0,"0%"
1121,"1925-1974",NA,NA,NA,"No building data"
1121,"1975-2025",NA,NA,NA,"No building data"
1122,"1925-1974",1,0,0,"0%"
1122,"1975-2025",112,0,0,"0%"
1123,"1925-1974",143,0,0,"0%"
1123,"1975-2025",87,0,0,"0%"
1124,"1925-1974",76,0,0,"0%"
1124,"1975-2025",13,0,0,"0%"
1125,"1925-1974",NA,NA,NA,"No building data"
1125,"1975-2025",1,0,0,"0%"
1126,"1925-1974",NA,NA,NA,"No building data"
1126,"1975-2025",NA,NA,NA,"No building data"
1127,"1925-1974",NA,NA,NA,"No building data"
1127,"1975-2025",NA,NA,NA,"No building data"
1128,"1925-1974",NA,NA,NA,"No building data"
1128,"1975-2025",NA,NA,NA,"No building data"
1130,"1925-1974",NA,NA,NA,"No building data"
1130,"1975-2025",NA,NA,NA,"No building data"
1131,"1925-1974",NA,NA,NA,"No building data"
1131,"1975-2025",2,0,0,"0%"
1132,"1925-1974",1,0,0,"0%"
1132,"1975-2025",4,0,0,"0%"
1133,"1925-1974",4,0,0,"0%"
1133,"1975-2025",3,0,0,"0%"
1134,"1925-1974",NA,NA,NA,"No building data"
1134,"1975-2025",NA,NA,NA,"No building data"
1142,"1925-1974",NA,NA,NA,"No building data"
1142,"1975-2025",4,0,0,"0%"
1143,"1925-1974",2,0,0,"0%"
1143,"1975-2025",200,0,0,"0%"
1144,"1925-1974",153,0,0,"0%"
1144,"1975-2025",11,0,0,"0%"
1145,"1925-1974",1,0,0,"0%"
1145,"1975-2025",1,0,0,"0%"
1146,"1925-1974",33,0,0,"0%"
1146,"1975-2025",9,0,0,"0%"
1147,"1925-1974",1,0,0,"0%"
1147,"1975-2025",8,0,0,"0%"
1148,"1925-1974",2,0,0,"0%"
1148,"1975-2025",NA,NA,NA,"No building data"
1150,"1925-1974",NA,NA,NA,"No building data"
1150,"1975-2025",1,0,0,"0%"
1151,"1925-1974",NA,NA,NA,"No building data"
1151,"1975-2025",1,0,0,"0%"
1152,"1925-1974",26,0,0,"0%"
1152,"1975-2025",4,0,0,"0%"
1153,"1925-1974",6,0,0,"0%"
1153,"1975-2025",23,0,0,"0%"
1154,"1925-1974",2,0,0,"0%"
1154,"1975-2025",2,0,0,"0%"
1161,"1925-1974",NA,NA,NA,"No building data"
1161,"1975-2025",NA,NA,NA,"No building data"
1162,"1925-1974",NA,NA,NA,"No building data"
1162,"1975-2025",47,0,0,"0%"
1163,"1925-1974",16,0,0,"0%"
1163,"1975-2025",47,0,0,"0%"
1164,"1925-1974",18,0,0,"0%"
1164,"1975-2025",3,0,0,"0%"
1165,"1925-1974",3,0,0,"0%"
1165,"1975-2025",62,0,0,"0%"
1166,"1925-1974",9,0,0,"0%"
1166,"1975-2025",1,0,0,"0%"
1167,"1925-1974",1,0,0,"0%"
1167,"1975-2025",NA,NA,NA,"No building data"
1168,"1925-1974",1,0,0,"0%"
1168,"1975-2025",NA,NA,NA,"No building data"
1170,"1925-1974",NA,NA,NA,"No building data"
1170,"1975-2025",3,0,0,"0%"
1171,"1925-1974",1,0,0,"0%"
1171,"1975-2025",NA,NA,NA,"No building data"
1172,"1925-1974",7,0,0,"0%"
1172,"1975-2025",3,0,0,"0%"
1173,"1925-1974",NA,NA,NA,"No building data"
1173,"1975-2025",1,0,0,"0%"
1174,"1925-1974",NA,NA,NA,"No building data"
1174,"1975-2025",NA,NA,NA,"No building data"
1182,"1925-1974",NA,NA,NA,"No building data"
1182,"1975-2025",NA,NA,NA,"No building data"
1183,"1925-1974",NA,NA,NA,"No building data"
1183,"1975-2025",4,0,0,"0%"
1184,"1925-1974",2,0,0,"0%"
1184,"1975-2025",1,0,0,"0%"
1185,"1925-1974",1,0,0,"0%"
1185,"1975-2025",77,0,0,"0%"
1186,"1925-1974",109,0,0,"0%"
1186,"1975-2025",42,0,0,"0%"
1187,"1925-1974",1,0,0,"0%"
1187,"1975-2025",NA,NA,NA,"No building data"
1188,"1925-1974",3,0,0,"0%"
1188,"1975-2025",1,0,0,"0%"
1190,"1925-1974",1,0,0,"0%"
1190,"1975-2025",NA,NA,NA,"No building data"
1191,"1925-1974",2,0,0,"0%"
1191,"1975-2025",1,0,0,"0%"
1192,"1925-1974",19,0,0,"0%"
1192,"1975-2025",5,0,0,"0%"
1193,"1925-1974",NA,NA,NA,"No building data"
1193,"1975-2025",NA,NA,NA,"No building data"
1194,"1925-1974",NA,NA,NA,"No building data"
1194,"1975-2025",NA,NA,NA,"No building data"
1201,"1925-1974",NA,NA,NA,"No building data"
1201,"1975-2025",NA,NA,NA,"No building data"
1202,"1925-1974",NA,NA,NA,"No building data"
1202,"1975-2025",NA,NA,NA,"No building data"
1203,"1925-1974",14,0,0,"0%"
1203,"1975-2025",6,0,0,"0%"
1204,"1925-1974",NA,NA,NA,"No building data"
1204,"1975-2025",1,0,0,"0%"
1205,"1925-1974",188,0,0,"0%"
1205,"1975-2025",100,0,0,"0%"
1206,"1925-1974",4,0,0,"0%"
1206,"1975-2025",3,0,0,"0%"
1207,"1925-1974",NA,NA,NA,"No building data"
1207,"1975-2025",NA,NA,NA,"No building data"
1208,"1925-1974",NA,NA,NA,"No building data"
1208,"1975-2025",NA,NA,NA,"No building data"
1210,"1925-1974",3,0,0,"0%"
1210,"1975-2025",1,0,0,"0%"
1211,"1925-1974",1,0,0,"0%"
1211,"1975-2025",NA,NA,NA,"No building data"
1212,"1925-1974",1,0,0,"0%"
1212,"1975-2025",1,0,0,"0%"
1213,"1925-1974",NA,NA,NA,"No building data"
1213,"1975-2025",NA,NA,NA,"No building data"
1222,"1925-1974",NA,NA,NA,"No building data"
1222,"1975-2025",NA,NA,NA,"No building data"
1223,"1925-1974",2,0,0,"0%"
1223,"1975-2025",2,0,0,"0%"
1224,"1925-1974",NA,NA,NA,"No building data"
1224,"1975-2025",NA,NA,NA,"No building data"
1225,"1925-1974",NA,NA,NA,"No building data"
1225,"1975-2025",43,0,0,"0%"
1226,"1925-1974",60,0,0,"0%"
1226,"1975-2025",37,0,0,"0%"
1227,"1925-1974",3,0,0,"0%"
1227,"1975-2025",24,0,0,"0%"
1228,"1925-1974",3,2,66.6666666666667,"More than 0%"
1228,"1975-2025",1,0,0,"0%"
1231,"1925-1974",NA,NA,NA,"No building data"
1231,"1975-2025",NA,NA,NA,"No building data"
1232,"1925-1974",3,0,0,"0%"
1232,"1975-2025",NA,NA,NA,"No building data"
1233,"1925-1974",1,0,0,"0%"
1233,"1975-2025",NA,NA,NA,"No building data"
1234,"1925-1974",NA,NA,NA,"No building data"
1234,"1975-2025",NA,NA,NA,"No building data"
1241,"1925-1974",NA,NA,NA,"No building data"
1241,"1975-2025",NA,NA,NA,"No building data"
1242,"1925-1974",1,0,0,"0%"
1242,"1975-2025",NA,NA,NA,"No building data"
1243,"1925-1974",NA,NA,NA,"No building data"
1243,"1975-2025",NA,NA,NA,"No building data"
1244,"1925-1974",NA,NA,NA,"No building data"
1244,"1975-2025",NA,NA,NA,"No building data"
1245,"1925-1974",17,0,0,"0%"
1245,"1975-2025",14,0,0,"0%"
1246,"1925-1974",4,0,0,"0%"
1246,"1975-2025",22,0,0,"0%"
1247,"1925-1974",12,0,0,"0%"
1247,"1975-2025",4,0,0,"0%"
1251,"1925-1974",NA,NA,NA,"No building data"
1251,"1975-2025",NA,NA,NA,"No building data"
1252,"1925-1974",NA,NA,NA,"No building data"
1252,"1975-2025",NA,NA,NA,"No building data"
1253,"1925-1974",NA,NA,NA,"No building data"
1253,"1975-2025",NA,NA,NA,"No building data"
1262,"1925-1974",1,0,0,"0%"
1262,"1975-2025",NA,NA,NA,"No building data"
1263,"1925-1974",NA,NA,NA,"No building data"
1263,"1975-2025",1,0,0,"0%"
1264,"1925-1974",1,0,0,"0%"
1264,"1975-2025",NA,NA,NA,"No building data"
1265,"1925-1974",1,0,0,"0%"
1265,"1975-2025",1,0,0,"0%"
1266,"1925-1974",3,0,0,"0%"
1266,"1975-2025",2,0,0,"0%"
1267,"1925-1974",NA,NA,NA,"No building data"
1267,"1975-2025",2,0,0,"0%"
1272,"1925-1974",NA,NA,NA,"No building data"
1272,"1975-2025",NA,NA,NA,"No building data"
1282,"1925-1974",1,0,0,"0%"
1282,"1975-2025",NA,NA,NA,"No building data"
1283,"1925-1974",64,0,0,"0%"
1283,"1975-2025",39,0,0,"0%"
1284,"1925-1974",NA,NA,NA,"No building data"
1284,"1975-2025",NA,NA,NA,"No building data"
1285,"1925-1974",1,0,0,"0%"
1285,"1975-2025",1,0,0,"0%"
1286,"1925-1974",1,0,0,"0%"
1286,"1975-2025",1,0,0,"0%"
1302,"1925-1974",NA,NA,NA,"No building data"
1302,"1975-2025",NA,NA,NA,"No building data"
1303,"1925-1974",48,0,0,"0%"
1303,"1975-2025",77,0,0,"0%"
1304,"1925-1974",2,0,0,"0%"
1304,"1975-2025",NA,NA,NA,"No building data"
1305,"1925-1974",2,0,0,"0%"
1305,"1975-2025",1,0,0,"0%"
1306,"1925-1974",NA,NA,NA,"No building data"
1306,"1975-2025",2,0,0,"0%"
1322,"1925-1974",NA,NA,NA,"No building data"
1322,"1975-2025",NA,NA,NA,"No building data"
1323,"1925-1974",68,0,0,"0%"
1323,"1975-2025",66,0,0,"0%"
1324,"1925-1974",1,0,0,"0%"
1324,"1975-2025",1,0,0,"0%"
1325,"1925-1974",NA,NA,NA,"No building data"
1325,"1975-2025",NA,NA,NA,"No building data"
1342,"1925-1974",NA,NA,NA,"No building data"
1342,"1975-2025",1,0,0,"0%"
1343,"1925-1974",2,0,0,"0%"
1343,"1975-2025",9,0,0,"0%"
1344,"1925-1974",NA,NA,NA,"No building data"
1344,"1975-2025",NA,NA,NA,"No building data"
1345,"1925-1974",NA,NA,NA,"No building data"
1345,"1975-2025",NA,NA,NA,"No building data"
1346,"1925-1974",NA,NA,NA,"No building data"
1346,"1975-2025",NA,NA,NA,"No building data"
1361,"1925-1974",NA,NA,NA,"No building data"
1361,"1975-2025",NA,NA,NA,"No building data"
1362,"1925-1974",2,0,0,"0%"
1362,"1975-2025",2,0,0,"0%"
1363,"1925-1974",13,0,0,"0%"
1363,"1975-2025",27,0,0,"0%"
1364,"1925-1974",2,0,0,"0%"
1364,"1975-2025",1,0,0,"0%"
1365,"1925-1974",NA,NA,NA,"No building data"
1365,"1975-2025",NA,NA,NA,"No building data"
1382,"1925-1974",5,0,0,"0%"
1382,"1975-2025",NA,NA,NA,"No building data"
1383,"1925-1974",1,0,0,"0%"
1383,"1975-2025",2,0,0,"0%"
1384,"1925-1974",NA,NA,NA,"No building data"
1384,"1975-2025",NA,NA,NA,"No building data"
1385,"1925-1974",2,0,0,"0%"
1385,"1975-2025",2,0,0,"0%"
1386,"1925-1974",NA,NA,NA,"No building data"
1386,"1975-2025",NA,NA,NA,"No building data"
1401,"1925-1974",NA,NA,NA,"No building data"
1401,"1975-2025",NA,NA,NA,"No building data"
1402,"1925-1974",2,0,0,"0%"
1402,"1975-2025",1,0,0,"0%"
1403,"1925-1974",9,0,0,"0%"
1403,"1975-2025",4,0,0,"0%"
1404,"1925-1974",1,0,0,"0%"
1404,"1975-2025",NA,NA,NA,"No building data"
1405,"1925-1974",1,0,0,"0%"
1405,"1975-2025",NA,NA,NA,"No building data"
1422,"1925-1974",NA,NA,NA,"No building data"
1422,"1975-2025",1,0,0,"0%"
1423,"1925-1974",7,7,100,"More than 0%"
1423,"1975-2025",4,3,75,"More than 0%"
1424,"1925-1974",1,0,0,"0%"
1424,"1975-2025",1,0,0,"0%"
1425,"1925-1974",2,0,0,"0%"
1425,"1975-2025",1,0,0,"0%"
1441,"1925-1974",NA,NA,NA,"No building data"
1441,"1975-2025",NA,NA,NA,"No building data"
1442,"1925-1974",31,29,93.5483870967742,"More than 0%"
1442,"1975-2025",3,3,100,"More than 0%"
1443,"1925-1974",49,12,24.4897959183673,"More than 0%"
1443,"1975-2025",17,2,11.7647058823529,"More than 0%"
1444,"1925-1974",7,0,0,"0%"
1444,"1975-2025",NA,NA,NA,"No building data"
1445,"1925-1974",NA,NA,NA,"No building data"
1445,"1975-2025",NA,NA,NA,"No building data"
1462,"1925-1974",NA,NA,NA,"No building data"
1462,"1975-2025",NA,NA,NA,"No building data"
1463,"1925-1974",9,3,33.3333333333333,"More than 0%"
1463,"1975-2025",2,1,50,"More than 0%"
1464,"1925-1974",1,0,0,"0%"
1464,"1975-2025",1,0,0,"0%"
1465,"1925-1974",NA,NA,NA,"No building data"
1465,"1975-2025",NA,NA,NA,"No building data"
1482,"1925-1974",NA,NA,NA,"No building data"
1482,"1975-2025",NA,NA,NA,"No building data"
1483,"1925-1974",NA,NA,NA,"No building data"
1483,"1975-2025",NA,NA,NA,"No building data"
